access,acess,addr:city,addr:country,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,addr:unit,amenity,amenity_1,atm,barrier,bicycle,brand,brand:wikidata,brand:wikipedia,brewery,building:levels,bus,capacity,cuisine,delivery,description,dispensing,drive_through,element_type,email,emergency,entrance,foot,geometry,healthcare,healthcare:speciality,highway,horse,internet_access,internet_access:fee,leisure,level,motor_vehicle,motorcar,motorcycle,name,name:en,name:pt,name:ru,natural,network,note,office,opening_hours,operator,operator:wikidata,operator:wikipedia,osmid,outdoor_seating,parking,payment:cash,payment:credit_cards,payment:debit_cards,phone,public_transport,religion,service:bicycle:repair,shop,short_name,smoking,sport,takeaway,traffic_calming,website,wheelchair,wifi,alt_name,building,building:colour,building:material,building:use,denomination,disused:amenity,fax,food,height,historic,indoor,internet_access:ssid,landuse,library,license_classes,lit,nodes,object,pedestrian,restaurant,roof:colour,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,room,school,self_service,source,square,stars,start_date,surface,tipo,tourism,trailer,university,wikidata,wikipedia,type,ways,fixme,image
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6050062 -3.8798639, -38.6044717 -3.8803958, -38.6041495 -3.8800735, -38.6043485 -3.8798754, -38.6043886 -3.8799155, -38.604724 -3.8795817, -38.6050062 -3.8798639))",,,,,,,,,,,,EMEF Edson Queiroz,,,,,,,,,Prefeitura de Maracanaú,,,248819568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2555518595, 2555518600, 2555518597, 5178774748, 5178774749, 2555518598, 2555518595]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6043752 -3.8806836, -38.6043995 -3.8811242, -38.6035409 -3.8811652, -38.6035144 -3.8807336, -38.6043752 -3.8806836))",,,,,,,,,,,,EMEF Doutor José de Borba Vasconcelos,,,,,,,,,Prefeitura de Maracanaú,,,248819569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2555518601, 2555518602, 2555518604, 2555518605, 2555518601]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6032155 -3.8807506, -38.6032393 -3.881193, -38.6024653 -3.8812345, -38.6024414 -3.8807922, -38.6032155 -3.8807506))",,,,,,,,,,,,EEM Adahil Barreto,,,,,,,,,,,,248819570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2555518606, 2555518607, 2555518608, 2555518609, 2555518606]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6171029 -3.8711035, -38.6169937 -3.8713159, -38.6168272 -3.8712306, -38.6169585 -3.8709753, -38.6170743 -3.8710345, -38.6170522 -3.8710776, -38.6171029 -3.8711035))",,,,,,,,,,,,,,,,,,,,,,,,248819576,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,"[2555518640, 2555518641, 2555518642, 2555518643, 2818459332, 2818459333, 2555518640]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rua Um,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6225336 -3.8720774, -38.6224691 -3.8719933, -38.6223823 -3.8721362, -38.6221963 -3.872033, -38.6221522 -3.8721053, -38.621974 -3.872401, -38.6219304 -3.8723767, -38.621886 -3.8724572, -38.6222153 -3.872642, -38.6225336 -3.8720774))",,,,,,,,,,,,Escola de Ensino Médio Professor Clodoaldo Pinto,,,,,,,,,Governo do Estado,,,248823034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2555550477, 2555550479, 2555550481, 2555550483, 6445419452, 6445419449, 6445419448, 2555550487, 2555550489, 2555550477]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,fortaleza,,,181,,60336-235,,Rua São Bernardo,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5723903 -3.7154498, -38.5726636 -3.7153428, -38.5724912 -3.714904, -38.5726471 -3.7148431, -38.5727287 -3.7150508, -38.5728632 -3.7149982, -38.5729512 -3.7152222, -38.5732797 -3.7150937, -38.573334 -3.7152318, -38.57316 -3.7152998, -38.5731791 -3.7153487, -38.5730926 -3.7153825, -38.5731205 -3.7154533, -38.5724935 -3.7157073, -38.5723903 -3.7154498))",,,,,,,,,,,,Colégio Manuel da Silva,,,,,,,,Mo-Fr 06:00-18:30,,,,251808037,,,,,,+55 (85) 3206-8600,,,,,,,,,,http://manueldasilva.com.br/,,,,,,,,,,,,,,,,,,,,"[2579783612, 2579783613, 2579783614, 2579783615, 2579783616, 2579783617, 2579783618, 2579783619, 2579783620, 2579783621, 2579783622, 2579783627, 2579783628, 2579783623, 2579783612]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,3786,,,,Avenida José Bastos,Rodolfo Teófilo,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5523122 -3.7513615, -38.5522306 -3.7514669, -38.5522066 -3.7515172, -38.552239 -3.7516034, -38.5523914 -3.7517663, -38.5525715 -3.7516393, -38.5523122 -3.7513615))",,,,,,,,,,,,Banco do Brasil (Rodolfo Teófilo),,,,,,,,,,,,255696279,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2613647272, 2613647273, 2613647274, 2613647276, 2613647278, 2613647279, 2613647272]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,Rua Eduardo Porto,Messejana,,pharmacy,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.494114 -3.8325454, -38.4941247 -3.8326659, -38.4942803 -3.8326739, -38.4942776 -3.8325454, -38.494114 -3.8325454))",,,,,,,,,,,,Pague Menos,,,,,,,,,,,,255870856,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2615861500, 2615861501, 2615861502, 2615861503, 2615861500]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4925575 -3.8294322, -38.4925596 -3.8294758, -38.4924827 -3.8294778, -38.4924785 -3.8294384, -38.4925575 -3.8294322))",,,,,,,,,,,,Loteria Messejana,,,,,,,,,,,,255870857,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2615861505, 2615861506, 2615861507, 2615861508, 2615861505]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5072622 -3.8331753, -38.5072501 -3.8332462, -38.5071656 -3.833281, -38.5071522 -3.8332476, -38.5072313 -3.8331753, -38.5072622 -3.8331753))",,,,,,,,,,,,Ponto do Pastel,,,,,,,,,,,,255870868,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2615861567, 2615861568, 2615861569, 2615861570, 2615861571, 2615861567]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4929971 -3.8318196, -38.4930115 -3.831925, -38.4930856 -3.8319152, -38.4930735 -3.8318105, -38.4929971 -3.8318196))",,,,,,,,,,,,Casa do Remédio,,,,,,,,,,,,255870871,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[5397088052, 5397088049, 5397088050, 5397088051, 5397088052]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4939395 -3.8285816, -38.4939651 -3.8287737, -38.4937846 -3.8287977, -38.4937589 -3.8286056, -38.4939395 -3.8285816))",,,,,,,,,,,,Itaú,,,,,,,,,Itaú,,,255870872,,,,,,,,,,,,,,,,https://www.itau.com.br/,yes,,,commercial,,,,,,,,,,,,,,,,"[2615861586, 2615861587, 2615861588, 2615861589, 2615861586]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,Avenida L,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5995635 -3.7121517, -38.599185 -3.7112591, -38.5997654 -3.7110577, -38.5999841 -3.7116481, -38.6000682 -3.7118327, -38.6000037 -3.7119223, -38.5995635 -3.7121517))",,,,,,,,,,,,Escola de Ensino Médio Liceu Vila Velha,,,,,,,,,Governo do Estado do Ceará,,,258375894,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,"[2637415384, 2637415385, 2637415386, 2637415387, 2637415388, 2637415389, 2637415384]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5983002 -3.7328269, -38.5980751 -3.7319932, -38.5972228 -3.7322557, -38.5970292 -3.7323313, -38.5969555 -3.7323817, -38.5969134 -3.7324279, -38.5972922 -3.7330768, -38.5983002 -3.7328269))",,,,,,,,,,,,Centro Educacional de Referência Professora Maria José Santos Ferreira Gomes,,,,,,,,,Governo do Estado do Ceará,,,258381191,,,,,,,,,,,,,,,,,,,CERE Professora Maria José Santos Ferreira Gomes,,,,,,,,,,,,,,,,,"[2637461940, 2637461944, 2637461946, 2637461947, 2637461948, 2637461949, 2637461950, 2637461940]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5811533 -3.723739, -38.5805715 -3.7237996, -38.5806101 -3.7242399, -38.5812002 -3.7241766, -38.5811533 -3.723739))",,,,,,,,,,,,Escola de Ensino Fundamental e Médio Profa. Balbina Jucá de Albuquerque,,,,,,,,,Governo do Estado do Ceará,,,258381202,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,"[2637461957, 2637461958, 2637461960, 2637461962, 2637461957]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1710,,60150-161,,Avenida Santos Dumont,Aldeota,,fast_food,,,,,McDonald's,Q38076,,,,,,burger,,,,yes,way,,,,,"POLYGON ((-38.5084769 -3.7330053, -38.5088331 -3.7328871, -38.5089516 -3.7332186, -38.5085827 -3.7333409, -38.5084769 -3.7330053))",,,,,,,,,,,,McDonald's,,,,,,,,Su-We 08:00-00:00; Th-Sa 08:00-04:00,,,,258381207,yes,,,,,+55 85 3264 7494,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,"[2637461970, 2637461971, 2637461972, 2637461973, 2637461970]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5937048 -3.7124041, -38.5930907 -3.7125869, -38.5929808 -3.7122859, -38.5936121 -3.7121052, -38.5937048 -3.7124041))",,,,,,,,,,,,Colégio Salomé Bastos,,,,,,,,,,,,258381220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2637461988, 2637461989, 2637461990, 2637461991, 2637461988]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,545,,,,Avenida Imperador,Centro,,hospital,,,,,,,,,,,,,,,,,way,,yes,,,"POLYGON ((-38.533874 -3.7256869, -38.5340632 -3.726326, -38.533401 -3.7265438, -38.5333063 -3.7262171, -38.5330807 -3.7262824, -38.5329673 -3.7259736, -38.533874 -3.7256869))",,,,,,,,,,,,Hospital Geral César Cals,,,,,,verificar contorno,,,,,,258491132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2638367891, 2638367896, 2638367899, 2638367902, 2638367904, 2638367908, 2638367891]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,283,,60743-760,,Rua José da Franca Cabral,Boa Vista,,restaurant,,,,,,,,,,,30,,yes,,,,way,,,,,"POLYGON ((-38.5183677 -3.8085671, -38.5184953 -3.8085358, -38.5184729 -3.8084453, -38.5183454 -3.8084766, -38.5183677 -3.8085671))",,,,,,,,,,,,Pizzaria Dom Lazzio,,,,,,,,,,,,259959709,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,"[2654185387, 2654185385, 2654185380, 2654185383, 2654185387]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.498797 -3.7967335, -38.498569 -3.7972377, -38.4982116 -3.7970747, -38.4984427 -3.7965705, -38.498797 -3.7967335))",,,,,,,,,,,,Caixa Econômica Federal,,,,,,,,,,,,264939751,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2705887099, 2705887100, 2705887101, 2705887102, 2705887099]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4925026 -3.7958815, -38.4925217 -3.7960519, -38.4923902 -3.7960666, -38.4923711 -3.7958962, -38.4925026 -3.7958815))",,,,,,,,,,,,Doce Gula,,,,,,,,,,,,264939998,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2705889004, 2705889005, 2705889007, 2705889009, 2705889004]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4816148 -3.7964484, -38.4813617 -3.7965413, -38.4812742 -3.796535, -38.4812724 -3.7962964, -38.4815914 -3.7962766, -38.4816148 -3.7964484))",,,,,,,,,,,,Banco do Brasil,,,,,,,,,,,,264940041,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2705889352, 4692817346, 2705889353, 4560242948, 4560242949, 2705889352]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4802987 -3.7938259, -38.4803272 -3.7935014, -38.4806036 -3.7935237, -38.4805792 -3.7938482, -38.4802987 -3.7938259))",,,,,,,,,,,,Banco Bradesco,,,,,,,,,,,,264940147,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2705891985, 2705891986, 2705891988, 2705891990, 2705891985]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4815068 -3.7857853, -38.4814793 -3.7861503, -38.4812934 -3.7861363, -38.4813209 -3.7857714, -38.4815068 -3.7857853))",,,,,,,,,,,,Banco do Brasil,,,,,,,,,,,,264940254,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2705893315, 2705893316, 2705893317, 2705893318, 2705893315]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4765438 -3.7952945, -38.476503 -3.7953295, -38.4758593 -3.7952969, -38.4758093 -3.7952483, -38.4758212 -3.7950971, -38.4758675 -3.7950674, -38.475901 -3.7946729, -38.4758432 -3.7946045, -38.4758469 -3.7945617, -38.4759258 -3.794503, -38.4759493 -3.7942259, -38.4758843 -3.7941771, -38.4758893 -3.7941182, -38.4766384 -3.7941818, -38.4766274 -3.7943089, -38.4765731 -3.7943731, -38.4765604 -3.7945229, -38.476604 -3.7945846, -38.4765438 -3.7952945))",,,,,,,,,,,,FB Júnior,,,,,,,,,Farias Brito,,,264940288,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,"[2705893773, 5309099891, 5309099892, 2705893775, 5309088414, 5309088413, 5309099893, 5309088416, 5309088417, 5309088418, 5309088419, 5309088420, 2705893778, 2705893780, 5309091223, 5309091222, 5309091221, 5309091224, 2705893773]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,Carnes,,,,,way,,,,,"POLYGON ((-38.4847263 -3.7902242, -38.484606 -3.7902153, -38.4846219 -3.789901, -38.484744 -3.7899134, -38.4847263 -3.7902242))",,,,,,,,,,,,Soul Gourmet,,,,,,,,,,,,265847458,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2714630829, 2714630830, 2714630831, 2714630832, 2714630829]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,kindergarten,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4865439 -3.7380353, -38.4861091 -3.7373241, -38.4861257 -3.737016, -38.4865559 -3.7370375, -38.4865419 -3.7373901, -38.4869161 -3.7374062, -38.4869036 -3.7380473, -38.4865439 -3.7380353))",,,,,,,,,,,,FB Baby,,,,,,,,07:00-18:00,,,,271478008,,,,,,(85) 3486-9020,,,,,,,,,,http://www.fbbaby.fariasbrito.com.br/,yes,,,,,,,,,,,,,,,,,,,"[2764443816, 2764443817, 2764443819, 2764443821, 2764443823, 2764443824, 2764443825, 2764443816]",,,,,,,,,,,,,http://www.fbbaby.fariasbrito.com.br/,,,,,,,,,,,,,,
,,Fortaleza,BR,Bloco 912-B,,Campus do Pici Professor Prisco Bezerra,,Ceará,,Campus do Pici,,fast_food,,,,,,,,,,,,regional,,,,,way,,,,,"POLYGON ((-38.5729794 -3.7459107, -38.5729422 -3.7460127, -38.5730296 -3.7460445, -38.5730668 -3.7459425, -38.5729794 -3.7459107))",,,,,no,,,,,,,Alfa e Ômega,,,,,,,,Mo-Fr 06:00-18:30,Universidade Federal do Ceará,,,285484311,,,,,,,,,,,,outside,,,,,,,,university,,,,,,,,,,,,,,,,"[2891604878, 2891604879, 2891604880, 2891604881, 2891604878]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,Bloco 912-A,,Campus do Pici Professor Prisco Bezerra,,Ceará,,Campus do Pici,,fast_food,,,,,,,,,,,,,no,,,no,way,,,,,"POLYGON ((-38.5731715 -3.7464631, -38.5731065 -3.7466638, -38.5730324 -3.7466399, -38.5730973 -3.7464392, -38.5731715 -3.7464631))",,,,,,,,,,,,Sanfa's,,,,,,,,,Universidade Federal do Ceará,,,285888484,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,"[2895290582, 2895290583, 2895290584, 2895290585, 2895290582]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.480202 -3.7916542, -38.4800179 -3.7916418, -38.480002 -3.7918961, -38.4801843 -3.7919049, -38.480202 -3.7916542))",,,,,,,,,,,,Banco Itaú,,,,,,,,,,,,286657006,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2903326100, 2903326801, 2903326802, 2903326803, 2903326100]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4800763 -3.792115, -38.4800579 -3.7922925, -38.479808 -3.7922705, -38.4795541 -3.7922526, -38.479572 -3.7920779, -38.4800763 -3.792115))",,,,,,,,,,,,Bradesco,,,,,,,,,,,,286657244,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2903327244, 2903327245, 4544980054, 2903327246, 2903327247, 2903327244]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6136825 -3.7490576, -38.6152501 -3.7490023, -38.6152272 -3.7488745, -38.6151555 -3.748855, -38.6151029 -3.748521, -38.6151675 -3.7484668, -38.6151625 -3.7484253, -38.6136825 -3.7490576))",,,,,,,,,,,,,,,,,,,,,,,,288930492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4693607768, 2924830951, 2924830952, 2924830953, 2924830954, 2924830956, 4693607779]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4771277 -3.7984403, -38.4767419 -3.7984103, -38.4766924 -3.7991907, -38.4770693 -3.7992207, -38.4771277 -3.7984403))",,,,,,,,,,,,FB Baby,,,,,,,,,Farias Brito,,,292498869,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,"[2960498462, 2960498463, 2960498464, 2960498465, 2960498462]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5009148 -3.7958671, -38.5008285 -3.7960577, -38.5006976 -3.7959978, -38.5007869 -3.7958026, -38.5009148 -3.7958671))",,,,,,,,,,,,Til Lanches,,,,,,,,,,,,292499573,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2960506238, 2960506239, 2960506240, 2960506241, 2960506238]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,79,,,,Rua Alberto Magno,Jardim América,,restaurant,,,,,,,,,,,,steak_house,,,,,way,,,,,"POLYGON ((-38.5417883 -3.7553132, -38.5418742 -3.755413, -38.5417979 -3.7554787, -38.5417093 -3.7553816, -38.5417883 -3.7553132))",,,,,,,,,,,,Galeteria do Evaldo,,,,,,,,,,,,292863825,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964210511, 2964210512, 2964210513, 2964210514, 2964210511]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1017,,,,Avenida 13 de Maio,,,restaurant,,,,,,,,,,,,"pizza,_self_service",,,,,way,,,,,"POLYGON ((-38.5285136 -3.750222, -38.5284166 -3.7503048, -38.5286072 -3.7505271, -38.5287042 -3.7504443, -38.5285136 -3.750222))",,,,,,,,,,,,Pasto e Pizza,,,,,,,,,,,,292867988,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964232024, 2964232027, 2964232026, 2964232025, 2964232024]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,875,,60040-531,,Avenida 13 de Maio,Fátima,,fast_food,,,,,,,,,,,,burger,,,,,way,,,,,"POLYGON ((-38.5276756 -3.7511399, -38.5276033 -3.7512018, -38.5274656 -3.7510345, -38.5275416 -3.7509724, -38.5276756 -3.7511399))",,,,,,,,,,,,Bebelu,,,,,,,,Mo-Th 10:00-00:30; Fr-Sa 10:00-01:30; Su 16:00-00:30,,,,292871117,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964264947, 2964264948, 2964264949, 2964264950, 2964264947]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5254742 -3.753474, -38.5253371 -3.7535865, -38.5250708 -3.7532684, -38.5252112 -3.7531627, -38.5254742 -3.753474))",,,,,,,,,,,,Caixa Econômica Federal,,,,,,,,,,,,292871213,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964265557, 2964265558, 2964265559, 2964265560, 2964265557]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,pedestrian,Fortaleza,,,1116,,,,Avenida 13 de Maio,Fátima,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.529196 -3.7490724, -38.5291267 -3.7490596, -38.5290371 -3.7490874, -38.5289332 -3.7492414, -38.528973 -3.7494786, -38.5292818 -3.7492687, -38.529196 -3.7490724))",,,,,,,,,,,,Banco Bradesco,,,,,,,,,,,,292871492,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964269149, 6424114717, 6424114710, 2964269150, 2964269151, 2964269152, 2964269149]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5298785 -3.7489439, -38.530133 -3.7492048, -38.5298901 -3.7494192, -38.5296356 -3.7491443, -38.5298785 -3.7489439))",,,,,,,,,,,,Banco Itaú,,,,,,,,,,,,292871559,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964269845, 2964269846, 2964269847, 2964269848, 2964269845]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5304541 -3.7489276, -38.5306688 -3.7487353, -38.5305299 -3.7485944, -38.5304237 -3.7486899, -38.5303677 -3.7486369, -38.5302766 -3.74874, -38.5304541 -3.7489276))",,,,,,,,,,,,Banco do Brasil,,,,,,,,10:00-16:00,,,,292871581,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964270948, 2964270949, 4281875036, 4281874254, 4281874255, 2964270951, 2964270948]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5192781 -3.7535073, -38.5191968 -3.7539029, -38.5187252 -3.753842, -38.5187821 -3.7534465, -38.5192781 -3.7535073))",,,,,,,,,,,,Banco Bradesco,,,,,,,,,,,,292871944,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964274451, 2964274452, 2964274453, 2964274454, 2964274451]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.517532 -3.7530976, -38.5175442 -3.7529921, -38.5172697 -3.7529657, -38.5172576 -3.7530692, -38.517532 -3.7530976))",,,,,,,,,,,,Banco Itaú,,,,,,,,,,,,292872026,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[2964276191, 2964276192, 2964276193, 2964276194, 2964276191]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6113021 -3.74158, -38.6112081 -3.7415654, -38.6110662 -3.7415444, -38.6110815 -3.7414408, -38.6111034 -3.7412924, -38.6111206 -3.7411764, -38.6113706 -3.7412133, -38.6113021 -3.74158))",,,,,,,,,,,,,,,,,,,,,,,,305797278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3104714038, 4681072934, 3104714039, 4681072933, 4681072930, 3104714040, 4681072929]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.6209943 -3.7410528, -38.6210672 -3.7414551, -38.6206054 -3.7415622, -38.6205811 -3.7413844, -38.6201617 -3.7414713, -38.6200969 -3.7412449, -38.6209943 -3.7410528))",,,,,,,,,,,,E.E.I.E.F. Dona Lavínia de Medeiros,,,,,,,,,,,,305798009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3104715013, 3104715014, 3104715015, 3104715016, 3104715017, 3104715018, 3104715013]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5174987 -3.7195896, -38.5181301 -3.7194808, -38.5180604 -3.7190783, -38.517429 -3.7191871, -38.5174987 -3.7195896))",,,,,,,,,,,,E.M.E.I.F São Rafael,,,,,,,,,,,,312626628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3184935723, 3184935724, 3184935725, 3184935726, 3184935723]",,,,,,,,,,,,,,,,,,,,,,,,,,,
